name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score
Big Creek 8,CAISO,hydro,active,75.00,37.209600,-119.328900,Fresno,CA,NP15,NP15,,,69.40,55.15,57.15,95.91,70.61,50.00,72.42,87.15,50.00,63.64,56.22
Big Creek 2A,CAISO,hydro,active,110.00,37.200062,-119.306810,Fresno,CA,NP15,NP15,,,70.11,55.15,57.15,95.91,70.61,50.00,75.32,88.97,50.00,67.07,56.22
Bishop Creek 2,CAISO,hydro,active,7.30,37.273581,-118.573339,Inyo,CA,SP15,SP15,,,54.80,45.35,49.21,93.33,45.43,50.00,53.29,76.02,50.00,42.79,25.00
Bishop Creek 3,CAISO,hydro,active,8.40,37.301962,-118.531957,Inyo,CA,SP15,SP15,,,55.06,45.35,49.21,93.33,45.43,50.00,54.35,76.69,50.00,44.05,25.00
Bishop Creek 4,CAISO,hydro,active,8.20,37.323035,-118.501714,Inyo,CA,SP15,SP15,,,55.02,45.35,49.21,93.33,45.43,50.00,54.17,76.57,50.00,43.83,25.00
Bishop Creek 5,CAISO,hydro,active,4.50,37.334400,-118.479700,Inyo,CA,SP15,SP15,,,53.90,45.35,49.21,93.33,45.43,50.00,49.62,73.70,50.00,38.46,25.00
Bishop Creek 6,CAISO,hydro,active,1.60,37.349900,-118.462800,Inyo,CA,SP15,SP15,,,51.97,45.35,49.21,93.33,45.43,50.00,41.79,68.76,50.00,29.21,25.00
Fontana,CAISO,hydro,active,3.00,34.155162,-117.397119,San Bernardino,CA,SP15,SP15,,,53.14,45.35,49.21,93.33,45.43,50.00,46.55,71.77,50.00,34.83,25.00
AES Huntington Beach LLC,CAISO,natural_gas,active,218.00,33.643900,-117.979200,Orange,CA,SP15,SP15,,,57.85,46.27,49.21,93.33,47.43,50.00,81.21,12.00,50.00,73.19,25.00
Kaweah 2,CAISO,hydro,active,1.80,36.461326,-118.879880,Tulare,CA,NP15,NP15,,,62.45,55.15,57.15,95.91,70.61,50.00,44.16,69.33,50.00,30.26,56.22
Kaweah 1,CAISO,hydro,active,2.30,36.465066,-118.862023,Tulare,CA,NP15,NP15,,,62.91,55.15,57.15,95.91,70.61,50.00,46.02,70.50,50.00,32.45,56.22
Kaweah 3,CAISO,hydro,active,4.80,36.486059,-118.835645,Tulare,CA,NP15,NP15,,,64.28,55.15,57.15,95.91,70.61,50.00,51.59,74.01,50.00,39.04,56.22
Kern River 3,CAISO,hydro,active,40.30,35.776185,-118.436233,Kern,CA,NP15,NP15,,,68.24,55.15,57.15,95.91,70.61,50.00,67.71,84.18,50.00,58.08,56.22
Kern River 1,CAISO,hydro,active,26.40,35.460303,-118.779590,Kern,CA,NP15,NP15,,,67.45,55.15,57.15,95.91,70.61,50.00,64.51,82.16,50.00,54.29,56.22
Long Beach Generation LLC,CAISO,natural_gas,active,252.00,33.764100,-118.224800,Los Angeles,CA,SP15,SP15,,,58.08,46.27,49.21,93.33,47.43,50.00,82.31,12.00,50.00,74.48,25.00
Lundy,CAISO,hydro,active,3.00,38.042729,-119.172015,Mono,CA,SP15,SP15,,,53.14,45.35,49.21,93.33,45.43,50.00,46.55,71.77,50.00,34.83,25.00
Mammoth Pool,CAISO,hydro,active,190.00,37.220302,-119.337983,Madera,CA,NP15,NP15,,,71.13,55.15,57.15,95.91,70.61,50.00,79.46,91.59,50.00,71.96,56.22
Ormond Beach,CAISO,natural_gas,active,1612.00,34.129200,-119.168900,Ventura,CA,SP15,SP15,,,60.93,46.27,49.21,93.33,47.43,50.00,95.00,12.00,50.00,91.09,25.00
Poole,CAISO,hydro,active,11.30,37.944237,-119.216100,Mono,CA,SP15,SP15,,,55.62,45.35,49.21,93.33,45.43,50.00,56.60,78.10,50.00,46.70,25.00
Portal,CAISO,hydro,active,10.80,37.257045,-119.158936,Fresno,CA,SP15,SP15,,,55.53,45.35,49.21,93.33,45.43,50.00,56.25,77.89,50.00,46.29,25.00
Rush Creek,CAISO,hydro,active,13.10,37.766954,-119.123284,Mono,CA,SP15,SP15,,,55.89,45.35,49.21,93.33,45.43,50.00,57.72,78.81,50.00,48.02,25.00
Mountainview Generating Station,CAISO,natural_gas,active,1036.80,34.081800,-117.241800,San Bernardino,CA,SP15,SP15,,,60.38,46.27,49.21,93.33,47.43,50.00,93.02,12.00,50.00,87.14,25.00
Santa Ana 1,CAISO,hydro,active,3.20,34.145220,-117.058481,San Bernardino,CA,SP15,SP15,,,53.26,45.35,49.21,93.33,45.43,50.00,47.04,72.08,50.00,35.41,25.00
Santa Ana 3,CAISO,hydro,active,3.10,34.107245,-117.099091,San Bernardino,CA,SP15,SP15,,,53.20,45.35,49.21,93.33,45.43,50.00,46.80,71.92,50.00,35.13,25.00
Lower Tule River,CAISO,hydro,active,2.60,36.135680,-118.788868,Tulare,CA,SP15,SP15,,,52.88,45.35,49.21,93.33,45.43,50.00,45.47,71.08,50.00,33.55,25.00
Pardee,CAISO,hydro,active,23.60,38.256900,-120.850700,Calaveras,CA,NP15,NP15,,,67.25,55.15,57.15,95.91,70.61,50.00,63.66,81.62,50.00,53.29,56.22
Dion R Holm,CAISO,hydro,active,180.20,37.896649,-119.967500,Tuolumne,CA,NP15,NP15,,,71.03,55.15,57.15,95.91,70.61,50.00,79.06,91.33,50.00,71.48,56.22
Moccasin,CAISO,hydro,active,96.80,37.809388,-120.299254,Tuolumne,CA,NP15,NP15,,,69.88,55.15,57.15,95.91,70.61,50.00,74.35,88.36,50.00,65.92,56.22
R C Kirkwood,CAISO,hydro,active,127.30,37.877667,-119.953233,Tuolumne,CA,NP15,NP15,,,70.39,55.15,57.15,95.91,70.61,50.00,76.42,89.67,50.00,68.37,56.22
Exchequer,CAISO,hydro,active,94.50,37.584345,-120.268590,Mariposa,CA,NP15,NP15,,,69.83,55.15,57.15,95.91,70.61,50.00,74.17,88.25,50.00,65.71,56.22
McSwain,CAISO,hydro,active,9.00,37.522065,-120.310090,Mariposa,CA,NP15,NP15,,,65.45,55.15,57.15,95.91,70.61,50.00,56.36,77.02,50.00,44.66,56.22
Chicago Park,CAISO,hydro,active,44.00,39.177903,-120.890856,Nevada,CA,NP15,NP15,,,68.41,55.15,57.15,95.91,70.61,50.00,68.38,84.60,50.00,58.87,56.22
Dutch Flat 2,CAISO,hydro,active,27.30,39.218400,-120.835200,Nevada,CA,NP15,NP15,,,67.52,55.15,57.15,95.91,70.61,50.00,64.76,82.32,50.00,54.59,56.22
Beardsley,CAISO,hydro,active,10.00,38.202569,-120.076983,Tuolumne,CA,NP15,NP15,,,65.65,55.15,57.15,95.91,70.61,50.00,57.15,77.52,50.00,45.61,56.22
Donnells,CAISO,hydro,active,72.00,38.246656,-120.034072,Tuolumne,CA,NP15,NP15,,,69.32,55.15,57.15,95.91,70.61,50.00,72.11,86.95,50.00,63.27,56.22
Tulloch,CAISO,hydro,active,29.90,37.876111,-120.605000,Tuolumne,CA,NP15,NP15,,,67.69,55.15,57.15,95.91,70.61,50.00,65.45,82.75,50.00,55.41,56.22
Forbestown,CAISO,hydro,active,41.90,39.551012,-121.278784,Butte,CA,NP15,NP15,,,68.32,55.15,57.15,95.91,70.61,50.00,68.01,84.36,50.00,58.43,56.22
Kelly Ridge,CAISO,hydro,active,10.00,39.531784,-121.491247,Butte,CA,NP15,NP15,,,65.65,55.15,57.15,95.91,70.61,50.00,57.15,77.52,50.00,45.61,56.22
Woodleaf,CAISO,hydro,active,67.20,39.553811,-121.204077,Butte,CA,NP15,NP15,,,69.19,55.15,57.15,95.91,70.61,50.00,71.58,86.62,50.00,62.65,56.22
Glenarm,CAISO,natural_gas,active,265.60,34.126000,-118.149400,Los Angeles,CA,SP15,SP15,,,58.17,46.27,49.21,93.33,47.43,50.00,82.71,12.00,50.00,74.95,25.00
French Meadows,CAISO,hydro,active,15.30,39.077971,-120.406069,Placer,CA,NP15,NP15,,,66.44,55.15,57.15,95.91,70.61,50.00,60.37,79.55,50.00,49.41,56.22
Middle Fork,CAISO,hydro,active,122.40,39.024801,-120.596383,Placer,CA,NP15,NP15,,,70.31,55.15,57.15,95.91,70.61,50.00,76.13,89.48,50.00,68.02,56.22
Oxbow (CA),CAISO,hydro,active,6.10,39.003372,-120.746651,Placer,CA,NP15,NP15,,,64.72,55.15,57.15,95.91,70.61,50.00,53.41,75.16,50.00,41.18,56.22
Ralston,CAISO,hydro,active,79.20,39.000999,-120.725053,Placer,CA,NP15,NP15,,,69.50,55.15,57.15,95.91,70.61,50.00,72.83,87.41,50.00,64.13,56.22
Parker,CAISO,hydro,active,2.70,37.477838,-120.444492,Merced,CA,SP15,SP15,,,52.95,45.35,49.21,93.33,45.43,50.00,45.75,71.26,50.00,33.89,25.00
Devil Canyon,CAISO,hydro,active,276.20,34.205600,-117.334400,San Bernardino,CA,SP15,SP15,,,61.57,45.35,49.21,93.33,45.43,50.00,80.81,93.37,50.00,75.30,25.00
Edward C Hyatt,CAISO,hydro,active,644.10,39.542985,-121.492188,Butte,CA,NP15,NP15,,,73.29,55.15,57.15,95.91,70.61,50.00,88.70,95.00,50.00,82.88,56.22
Thermalito,CAISO,hydro,active,115.10,39.514893,-121.630077,Butte,CA,NP15,NP15,,,70.20,55.15,57.15,95.91,70.61,50.00,75.66,89.19,50.00,67.47,56.22
ONeill,CAISO,hydro,active,25.20,37.098671,-121.047718,Merced,CA,SP15,SP15,,,57.11,45.35,49.21,93.33,45.43,50.00,62.67,81.93,50.00,53.88,25.00
W R Gianelli,CAISO,hydro,active,424.00,37.069200,-121.077200,Merced,CA,NP15,NP15,,,72.61,55.15,57.15,95.91,70.61,50.00,85.54,95.00,50.00,79.14,56.22
Colgate,CAISO,hydro,active,315.00,39.330833,-121.191666,Yuba,CA,NP15,NP15,,,72.08,55.15,57.15,95.91,70.61,50.00,83.29,94.00,50.00,76.48,56.22
Narrows 2,CAISO,hydro,active,46.70,39.238996,-121.270409,Yuba,CA,NP15,NP15,,,68.52,55.15,57.15,95.91,70.61,50.00,68.83,84.88,50.00,59.40,56.22
Bear Valley,CAISO,hydro,active,1.40,33.166246,-117.016566,San Diego,CA,SP15,SP15,,,51.72,45.35,49.21,93.33,45.43,50.00,40.78,68.13,50.00,28.01,25.00
Temescal,CAISO,hydro,active,2.90,33.834300,-117.497100,Riverside,CA,SP15,SP15,,,53.08,45.35,49.21,93.33,45.43,50.00,46.29,71.61,50.00,34.53,25.00
Corona,CAISO,hydro,active,2.90,33.858950,-117.610600,Riverside,CA,SP15,SP15,,,53.08,45.35,49.21,93.33,45.43,50.00,46.29,71.61,50.00,34.53,25.00
Perris,CAISO,hydro,active,7.90,33.836100,-117.183100,Riverside,CA,SP15,SP15,,,54.95,45.35,49.21,93.33,45.43,50.00,53.89,76.39,50.00,43.50,25.00
Rio Hondo,CAISO,hydro,active,1.90,34.004722,-118.099170,Los Angeles,CA,SP15,SP15,,,52.29,45.35,49.21,93.33,45.43,50.00,43.09,69.59,50.00,30.74,25.00
Coyote Creek,CAISO,hydro,active,3.10,33.924930,-117.955170,Orange,CA,SP15,SP15,,,53.20,45.35,49.21,93.33,45.43,50.00,46.80,71.92,50.00,35.13,25.00
Red Mountain,CAISO,hydro,active,5.90,33.394400,-117.188900,San Diego,CA,SP15,SP15,,,54.40,45.35,49.21,93.33,45.43,50.00,51.67,75.00,50.00,40.88,25.00
Valley View,CAISO,hydro,active,4.10,33.900100,-117.829050,Orange,CA,SP15,SP15,,,53.73,45.35,49.21,93.33,45.43,50.00,48.92,73.26,50.00,37.63,25.00
Sonoma California Geothermal,CAISO,geothermal,active,78.00,38.790300,-122.755900,Lake,CA,NP15,NP15,,,70.87,55.71,57.15,96.20,72.61,50.00,78.39,92.57,50.00,63.99,56.22
Sacramento Municipal Util Dist,CAISO,hydro,active,7.20,39.048802,-121.316966,Placer,CA,NP15,NP15,,,65.03,55.15,57.15,95.91,70.61,50.00,54.66,75.95,50.00,42.67,56.22
Camanche,CAISO,hydro,active,10.80,38.226800,-121.024500,San Joaquin,CA,NP15,NP15,,,65.79,55.15,57.15,95.91,70.61,50.00,57.74,77.89,50.00,46.29,56.22
Edge Moor,PJM,natural_gas,active,697.80,39.738860,-75.503840,New Castle,DE,WESTERN HUB,WESTERN HUB,,,66.28,52.78,58.00,88.00,70.00,50.00,91.62,12.00,50.00,83.60,42.00
Oak Flat,CAISO,hydro,active,1.40,40.075310,-121.161430,Plumas,CA,NP15,NP15,,,61.98,55.15,57.15,95.91,70.61,50.00,42.26,68.13,50.00,28.01,56.22
Newcastle,CAISO,hydro,active,12.70,38.835182,-121.092982,Placer,CA,NP15,NP15,,,66.09,55.15,57.15,95.91,70.61,50.00,58.96,78.66,50.00,47.75,56.22
Kerckhoff 2,CAISO,hydro,active,139.50,37.071846,-119.558008,Fresno,CA,NP15,NP15,,,70.56,55.15,57.15,95.91,70.61,50.00,77.12,90.11,50.00,69.19,56.22
Toadtown,CAISO,hydro,active,1.80,39.893491,-121.593380,Butte,CA,NP15,NP15,,,62.45,55.15,57.15,95.91,70.61,50.00,44.16,69.33,50.00,30.26,56.22
Etiwanda,CAISO,hydro,active,23.90,34.103450,-117.525700,San Bernardino,CA,SP15,SP15,,,57.01,45.35,49.21,93.33,45.43,50.00,62.27,81.68,50.00,53.40,25.00
Moccasin Low Head Hydro Project,CAISO,hydro,active,2.90,37.816447,-120.312033,Tuolumne,CA,NP15,NP15,,,63.34,55.15,57.15,95.91,70.61,50.00,47.78,71.61,50.00,34.53,56.22
Sly Creek,CAISO,hydro,active,12.10,39.580413,-121.119479,Butte,CA,NP15,NP15,,,66.00,55.15,57.15,95.91,70.61,50.00,58.60,78.43,50.00,47.31,56.22
Canyon,ERCOT,hydro,active,6.00,29.870560,-98.194733,Comal,TX,LZ_SOUTH,LZ_SOUTH,,,63.82,51.49,76.30,96.82,64.90,50.00,51.39,67.49,50.00,41.03,44.14
Lewisville,ERCOT,hydro,active,2.80,33.068473,-96.963806,Denton,TX,LZ_WEST,LZ_WEST,,,59.80,50.95,73.94,94.53,62.39,50.00,45.53,63.85,50.00,34.21,29.86
Combie South,CAISO,hydro,active,1.50,39.009600,-121.059100,Nevada,CA,NP15,NP15,,,62.11,55.15,57.15,95.91,70.61,50.00,42.78,68.46,50.00,28.63,56.22
Dresden Generating Station,PJM,nuclear,active,2018.60,41.390000,-88.270000,Grundy,IL,WESTERN HUB,WESTERN HUB,,,67.81,51.19,58.00,90.00,72.00,50.00,95.00,12.00,50.00,93.00,42.00
Quad Cities Generating Station,PJM,nuclear,active,2018.60,41.726111,-90.310278,Rock Island,IL,WESTERN HUB,WESTERN HUB,,,67.81,51.19,58.00,90.00,72.00,50.00,95.00,12.00,50.00,93.00,42.00
Bottle Rock Power,CAISO,geothermal,active,55.00,38.834800,-122.767700,Lake,CA,NP15,NP15,,,70.22,55.71,57.15,96.20,72.61,50.00,75.75,90.90,50.00,60.86,56.22
Alamo,CAISO,hydro,active,19.60,34.815800,-118.686700,Los Angeles,CA,SP15,SP15,,,56.64,45.35,49.21,93.33,45.43,50.00,60.77,80.73,50.00,51.63,25.00
North Ninth Street,PJM,natural_gas,active,14.80,41.909300,-89.049800,Ogle,IL,WESTERN HUB,WESTERN HUB,,,60.02,52.78,58.00,88.00,70.00,50.00,62.43,12.00,50.00,49.11,42.00
South Main Street,PJM,natural_gas,active,5.00,41.909200,-89.050400,Ogle,IL,WESTERN HUB,WESTERN HUB,,,58.26,52.78,58.00,88.00,70.00,50.00,54.21,12.00,50.00,39.40,42.00
Winnetka,PJM,natural_gas,active,28.20,42.115589,-87.731025,Cook,IL,WESTERN HUB,WESTERN HUB,,,61.07,52.78,58.00,88.00,70.00,50.00,67.31,12.00,50.00,54.88,42.00
Elkhart,PJM,hydro,active,3.40,41.692800,-85.965000,Elkhart,IN,WESTERN HUB,WESTERN HUB,,,58.44,51.72,58.00,85.00,65.00,50.00,47.93,65.90,50.00,35.95,42.00
Twin Branch,PJM,hydro,active,4.80,41.665000,-86.132200,St Joseph,IN,WESTERN HUB,WESTERN HUB,,,59.09,51.72,58.00,85.00,65.00,50.00,50.54,67.55,50.00,39.04,42.00
Big Sandy,PJM,natural_gas,active,280.50,38.170700,-82.617600,Lawrence,KY,WESTERN HUB,WESTERN HUB,,,64.80,52.78,58.00,88.00,70.00,50.00,84.71,12.00,50.00,75.44,42.00
Mother Ann Lee,PJM,hydro,active,2.10,37.829700,-84.724700,Mercer,KY,WESTERN HUB,WESTERN HUB,,,57.54,51.72,58.00,85.00,65.00,50.00,44.28,63.60,50.00,31.64,42.00
Perryman,PJM,natural_gas,active,333.00,39.442836,-76.221761,Harford,MD,WESTERN HUB,WESTERN HUB,,,65.08,52.78,58.00,88.00,70.00,50.00,86.01,12.00,50.00,76.98,42.00
Deep Creek,PJM,hydro,active,20.00,39.523000,-79.413000,Garrett,MD,WESTERN HUB,WESTERN HUB,,,61.74,51.72,58.00,85.00,65.00,50.00,61.35,74.37,50.00,51.81,42.00
Chalk Point Power,PJM,natural_gas,active,1774.00,38.544400,-76.686100,Prince Georges,MD,WESTERN HUB,WESTERN HUB,,,67.36,52.78,58.00,88.00,70.00,50.00,95.00,12.00,50.00,91.95,42.00
Dickerson Power,PJM,natural_gas,active,326.00,39.209700,-77.464400,Montgomery,MD,WESTERN HUB,WESTERN HUB,,,65.05,52.78,58.00,88.00,70.00,50.00,85.85,12.00,50.00,76.79,42.00
Conowingo,PJM,hydro,active,530.80,39.657200,-76.175200,Harford,MD,WESTERN HUB,WESTERN HUB,,,67.86,51.72,58.00,85.00,65.00,50.00,86.19,90.03,50.00,81.15,42.00
Berrien Springs,PJM,hydro,active,7.20,41.943900,-86.328900,Berrien,MI,WESTERN HUB,WESTERN HUB,,,59.84,51.72,58.00,85.00,65.00,50.00,53.61,69.49,50.00,42.67,42.00
Buchanan (MI),PJM,hydro,active,4.40,41.839566,-86.351050,Berrien,MI,WESTERN HUB,WESTERN HUB,,,58.92,51.72,58.00,85.00,65.00,50.00,49.88,67.13,50.00,38.26,42.00
Constantine,PJM,hydro,active,1.20,41.843600,-85.669400,St Joseph,MI,WESTERN HUB,WESTERN HUB,,,56.50,51.72,58.00,85.00,65.00,50.00,40.04,60.93,50.00,26.63,42.00
Mottville,PJM,hydro,active,1.60,41.805600,-85.750500,St Joseph,MI,WESTERN HUB,WESTERN HUB,,,57.04,51.72,58.00,85.00,65.00,50.00,42.22,62.30,50.00,29.21,42.00
Sturgis City Diesel Plant,PJM,natural_gas,active,6.00,41.799200,-85.425600,St Joseph,MI,WESTERN HUB,WESTERN HUB,,,58.55,52.78,58.00,88.00,70.00,50.00,55.59,12.00,50.00,41.03,42.00
Hydro Plant,PJM,hydro,active,2.20,41.971100,-85.538100,St Joseph,MI,WESTERN HUB,WESTERN HUB,,,57.63,51.72,58.00,85.00,65.00,50.00,44.63,63.82,50.00,32.06,42.00
Gilbert,PJM,natural_gas,active,512.00,40.565833,-75.163889,Hunterdon,NJ,WESTERN HUB,WESTERN HUB,,,65.78,52.78,58.00,88.00,70.00,50.00,89.27,12.00,50.00,80.83,42.00
Bergen Generating Station,PJM,natural_gas,active,1400.80,40.837500,-74.024400,Bergen,NJ,WESTERN HUB,WESTERN HUB,,,67.19,52.78,58.00,88.00,70.00,50.00,95.00,12.00,50.00,89.83,42.00
PSEG Burlington Generating Station,PJM,natural_gas,active,242.00,40.076611,-74.879172,Burlington,NJ,WESTERN HUB,WESTERN HUB,,,64.56,52.78,58.00,88.00,70.00,50.00,83.59,12.00,50.00,74.12,42.00
PSEG Kearny Generating Station,PJM,natural_gas,active,605.00,40.737283,-74.096464,Hudson,NJ,WESTERN HUB,WESTERN HUB,,,66.05,52.78,58.00,88.00,70.00,50.00,90.53,12.00,50.00,82.32,42.00
PSEG Linden Generating Station,PJM,natural_gas,active,1740.00,40.621700,-74.207200,Union,NJ,WESTERN HUB,WESTERN HUB,,,67.34,52.78,58.00,88.00,70.00,50.00,95.00,12.00,50.00,91.77,42.00
PSEG Salem Generating Station,PJM,nuclear,active,2340.00,39.462500,-75.535800,Salem,NJ,WESTERN HUB,WESTERN HUB,,,67.81,51.19,58.00,90.00,72.00,50.00,95.00,12.00,50.00,93.00,42.00
PSEG Sewaren Generating Station,PJM,natural_gas,active,609.50,40.555800,-74.246900,Middlesex,NJ,WESTERN HUB,WESTERN HUB,,,66.06,52.78,58.00,88.00,70.00,50.00,90.59,12.00,50.00,82.39,42.00
Howard Down,PJM,natural_gas,active,68.20,39.488900,-75.034700,Cumberland,NJ,WESTERN HUB,WESTERN HUB,,,62.50,52.78,58.00,88.00,70.00,50.00,74.00,12.00,50.00,62.79,42.00
Gaston,PJM,hydro,active,177.60,36.499147,-77.811543,Halifax,NC,WESTERN HUB,WESTERN HUB,,,65.81,51.72,58.00,85.00,65.00,50.00,77.89,84.80,50.00,71.35,42.00
Roanoke Rapids,PJM,hydro,active,100.00,36.478900,-77.672200,Halifax,NC,WESTERN HUB,WESTERN HUB,,,64.74,51.72,58.00,85.00,65.00,50.00,73.54,82.06,50.00,66.21,42.00
Walter C Beckjord,PJM,storage,active,4.00,38.991700,-84.298100,Clermont,OH,WESTERN HUB,WESTERN HUB,,,56.95,62.28,58.00,80.00,68.00,50.00,44.91,12.00,50.00,37.41,42.00
Dick's Creek,PJM,natural_gas,active,159.10,39.465000,-84.377800,Butler,OH,WESTERN HUB,WESTERN HUB,,,63.88,52.78,58.00,88.00,70.00,50.00,80.42,12.00,50.00,70.37,42.00
Tait Electric Generating Station,PJM,natural_gas,active,669.80,39.727249,-84.211084,Montgomery,OH,WESTERN HUB,WESTERN HUB,,,66.22,52.78,58.00,88.00,70.00,50.00,91.31,12.00,50.00,83.23,42.00
O H Hutchings,PJM,natural_gas,active,32.60,39.608800,-84.292100,Montgomery,OH,WESTERN HUB,WESTERN HUB,,,61.30,52.78,58.00,88.00,70.00,50.00,68.41,12.00,50.00,56.18,42.00
Yankee Street,PJM,natural_gas,active,125.50,39.603000,-84.204700,Montgomery,OH,WESTERN HUB,WESTERN HUB,,,63.49,52.78,58.00,88.00,70.00,50.00,78.62,12.00,50.00,68.24,42.00
Yankee Street,PJM,solar,active,1.10,39.603000,-84.204700,Montgomery,OH,WESTERN HUB,WESTERN HUB,,,53.62,54.36,58.00,72.00,60.00,50.00,35.62,67.53,50.00,25.85,42.00
West Lorain,PJM,natural_gas,active,425.00,41.429444,-82.264444,Lorain,OH,WESTERN HUB,WESTERN HUB,,,65.48,52.78,58.00,88.00,70.00,50.00,87.86,12.00,50.00,79.16,42.00
Richland (OH),PJM,natural_gas,active,435.00,41.305203,-84.334622,Defiance,OH,WESTERN HUB,WESTERN HUB,,,65.51,52.78,58.00,88.00,70.00,50.00,88.04,12.00,50.00,79.37,42.00
Bryan (OH),PJM,natural_gas,active,36.80,41.471822,-84.543148,Williams,OH,WESTERN HUB,WESTERN HUB,,,61.50,52.78,58.00,88.00,70.00,50.00,69.33,12.00,50.00,57.27,42.00
West 41st Street,PJM,natural_gas,active,32.00,41.474000,-81.714500,Cuyahoga,OH,WESTERN HUB,WESTERN HUB,,,61.27,52.78,58.00,88.00,70.00,50.00,68.27,12.00,50.00,56.02,42.00
Dover (OH),PJM,natural_gas,active,19.50,40.520066,-81.468150,Tuscarawas,OH,WESTERN HUB,WESTERN HUB,,,60.47,52.78,58.00,88.00,70.00,50.00,64.52,12.00,50.00,51.58,42.00
Hamilton (OH),PJM,natural_gas,active,16.30,39.409800,-84.554300,Butler,OH,WESTERN HUB,WESTERN HUB,,,60.18,52.78,58.00,88.00,70.00,50.00,63.16,12.00,50.00,49.98,42.00
Oberlin (OH),PJM,natural_gas,active,17.40,41.283600,-82.219400,Lorain,OH,WESTERN HUB,WESTERN HUB,,,60.28,52.78,58.00,88.00,70.00,50.00,63.65,12.00,50.00,50.56,42.00
Orrville,PJM,natural_gas,active,25.00,40.850964,-81.765764,Wayne,OH,WESTERN HUB,WESTERN HUB,,,60.87,52.78,58.00,88.00,70.00,50.00,66.40,12.00,50.00,53.81,42.00
St Marys,PJM,natural_gas,active,11.00,40.545800,-84.388900,Auglaize,OH,WESTERN HUB,WESTERN HUB,,,59.54,52.78,58.00,88.00,70.00,50.00,60.18,12.00,50.00,46.46,42.00
Brunot Island,PJM,natural_gas,active,339.90,40.464851,-80.043761,Allegheny,PA,WESTERN HUB,WESTERN HUB,,,65.11,52.78,58.00,88.00,70.00,50.00,86.17,12.00,50.00,77.16,42.00
Hunterstown,PJM,natural_gas,active,60.00,39.866200,-77.164800,Adams,PA,WESTERN HUB,WESTERN HUB,,,62.30,52.78,58.00,88.00,70.00,50.00,73.03,12.00,50.00,61.64,42.00
York Haven,PJM,hydro,active,19.60,40.113625,-76.711950,York,PA,WESTERN HUB,WESTERN HUB,,,61.71,51.72,58.00,85.00,65.00,50.00,61.20,74.27,50.00,51.63,42.00
Blossburg,PJM,natural_gas,active,24.00,41.706475,-77.081840,Tioga,PA,WESTERN HUB,WESTERN HUB,,,60.81,52.78,58.00,88.00,70.00,50.00,66.09,12.00,50.00,53.44,42.00
Piney,PJM,hydro,active,30.00,41.192088,-79.433501,Clarion,PA,WESTERN HUB,WESTERN HUB,,,62.50,51.72,58.00,85.00,65.00,50.00,64.42,76.30,50.00,55.44,42.00
Shawville,PJM,natural_gas,active,626.00,41.067550,-78.366228,Clearfield,PA,WESTERN HUB,WESTERN HUB,,,66.11,52.78,58.00,88.00,70.00,50.00,90.79,12.00,50.00,82.63,42.00
Warren,PJM,natural_gas,active,53.10,41.835947,-79.188668,Warren,PA,WESTERN HUB,WESTERN HUB,,,62.10,52.78,58.00,88.00,70.00,50.00,72.10,12.00,50.00,60.55,42.00
New Castle Plant,PJM,natural_gas,active,348.00,40.937939,-80.369007,Lawrence,PA,WESTERN HUB,WESTERN HUB,,,65.15,52.78,58.00,88.00,70.00,50.00,86.35,12.00,50.00,77.37,42.00
Brunner Island,PJM,natural_gas,active,1616.10,40.096111,-76.696200,York,PA,WESTERN HUB,WESTERN HUB,,,67.29,52.78,58.00,88.00,70.00,50.00,95.00,12.00,50.00,91.11,42.00
Holtwood,PJM,hydro,active,247.30,39.827198,-76.331772,Lancaster,PA,WESTERN HUB,WESTERN HUB,,,66.43,51.72,58.00,85.00,65.00,50.00,80.40,86.38,50.00,74.31,42.00
TalenEnergy Martins Creek,PJM,natural_gas,active,1701.00,40.797762,-75.105416,Northampton,PA,WESTERN HUB,WESTERN HUB,,,67.33,52.78,58.00,88.00,70.00,50.00,95.00,12.00,50.00,91.57,42.00
TalenEnergy Montour,PJM,natural_gas,active,893.00,41.071400,-76.667200,Montour,PA,WESTERN HUB,WESTERN HUB,,,66.68,52.78,58.00,88.00,70.00,50.00,93.48,12.00,50.00,85.81,42.00
Wallenpaupack,PJM,hydro,active,40.00,41.467858,-75.130895,Wayne,PA,WESTERN HUB,WESTERN HUB,,,63.04,51.72,58.00,85.00,65.00,50.00,66.60,77.68,50.00,58.01,42.00
Eddystone Generating Station,PJM,natural_gas,active,782.00,39.858000,-75.323000,Delaware,PA,WESTERN HUB,WESTERN HUB,,,66.47,52.78,58.00,88.00,70.00,50.00,92.48,12.00,50.00,84.62,42.00
Muddy Run,PJM,hydro,active,1072.00,39.807600,-76.299300,Lancaster,PA,WESTERN HUB,WESTERN HUB,,,69.17,51.72,58.00,85.00,65.00,50.00,91.51,93.39,50.00,87.44,42.00
Peach Bottom,PJM,nuclear,active,2876.40,39.758936,-76.268742,York,PA,WESTERN HUB,WESTERN HUB,,,67.81,51.19,58.00,90.00,72.00,50.00,95.00,12.00,50.00,93.00,42.00
