name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score,commissioning_year
Bellefield Solar and Energy Storage Farm (50LWA),CAISO,solar,active,500.0,35.062965,-118.087803,Kern,CA,,,,,,,,,,,,,,,,2025
Bellefield Solar and Energy Storage Farm (50LWB),CAISO,storage,active,500.0,35.062965,-118.087803,Kern,CA,,,,,,,,,,,,,,,,2025
Wonderful Orchards - Westside (WOC),CAISO,solar,active,5.0,35.73277,-119.74523,Kern,CA,,,,,,,,,,,,,,,,2021
Wonderful Orchards - Belridge (WOC),CAISO,solar,active,5.0,35.50012,-119.74935,Kern,CA,,,,,,,,,,,,,,,,2020
"Alexis Solar, LLC (12001)",ERCOT,solar,active,10.0,26.88913,-98.233324,Brooks,TX,,,,,,,,,,,,,,,,2019
Hecate Energy Frye Solar LLC (80995),ERCOT,solar,active,500.0,34.4067,-101.59661,Swisher,TX,,,,,,,,,,,,,,,,2024
7V Solar Ranch (7V1),ERCOT,solar,active,240.0,29.806984,-97.07408,Fayette,TX,,,,,,,,,,,,,,,,2025
Maryland Bioenergy Center (Jessup) (CHP1),PJM,natural_gas,active,1.1,39.1578,-76.78042,Howard,MD,,,,,,,,,,,,,,,,2022
Anderson 3 (SAND3),PJM,solar,active,8.7,40.081698,-85.642033,Madison,IN,,,,,,,,,,,,,,,,2021
Anderson 5 (SAND5),PJM,solar,active,3.0,40.085942,-85.632184,Madison,IN,,,,,,,,,,,,,,,,2021
Richmond 5 (RICH5),PJM,solar,active,9.0,39.805613,-84.874547,Wayne,IN,,,,,,,,,,,,,,,,2021
Anderson 4 (SAND4),PJM,solar,active,7.8,40.082667,-85.636079,Madison,IN,,,,,,,,,,,,,,,,2021
Anderson 6 (SAND6),PJM,solar,active,6.8,40.085081,-85.746714,Madison,IN,,,,,,,,,,,,,,,,2022
Richmond 6 (RICH6),PJM,solar,active,5.3,39.805984,-84.878334,Wayne,IN,,,,,,,,,,,,,,,,2023
AP Sunray LLC (OCISR),ERCOT,solar,active,203.5,29.291845,-99.612368,Uvalde,TX,,,,,,,,,,,,,,,,2024
BPL Crown Solar LLC (OCICR),ERCOT,solar,active,100.0,31.346717,-97.082774,Falls,TX,,,,,,,,,,,,,,,,2024
BPL Sol Solar LLC (OCISO),ERCOT,solar,active,100.0,31.346717,-97.082774,Falls,TX,,,,,,,,,,,,,,,,2024
"ESCA-LL-COLTON, LLC (COLT1)",CAISO,solar,active,2.6,34.03925,-117.36056,San Bernardino,CA,,,,,,,,,,,,,,,,2021
"SE Athos II, LLC (IPAT2)",CAISO,solar,active,200.0,33.751283,-115.35499,Riverside,CA,,,,,,,,,,,,,,,,2021
Alvin (ALVIN),ERCOT,storage,active,9.9,29.433245,-95.249367,Brazoria,TX,,,,,,,,,,,,,,,,2020
Odessa (ODSA),ERCOT,storage,active,9.9,31.871315,-102.398409,Ector,TX,,,,,,,,,,,,,,,,2020
Angleton (ANGLE),ERCOT,storage,active,9.9,29.167065,-95.440647,Brazoria,TX,,,,,,,,,,,,,,,,2020
Brazoria (BRAZ),ERCOT,storage,active,9.9,29.062635,-95.577587,Brazoria,TX,,,,,,,,,,,,,,,,2020
Heights (H8S),ERCOT,storage,active,9.9,29.389595,-94.949867,Galveston,TX,,,,,,,,,,,,,,,,2020
Magnolia TX (MANGO),ERCOT,storage,active,9.9,29.488335,-95.133947,Galveston,TX,,,,,,,,,,,,,,,,2020
Lafayette 2 - McHenry Franks 1 (GEN1),PJM,solar,active,2.0,42.251568,-88.596711,McHenry,IL,,,,,,,,,,,,,,,,2020
Lafayette 2 - McHenry Franks 2 (GEN1),PJM,solar,active,2.0,42.214828,-88.491906,McHenry,IL,,,,,,,,,,,,,,,,2020
Lafayette 2 - Kankakee Yonke (GEN1),PJM,solar,active,2.0,41.097265,-87.869294,Kankakee,IL,,,,,,,,,,,,,,,,2020
"Dissigno Healdsburg FPV, LLC (HLDBG)",CAISO,solar,active,3.0,38.584405,-122.866189,Sonoma,CA,,,,,,,,,,,,,,,,2020
"Sun Farm VIII, LLC (SFS08)",PJM,solar,active,4.0,36.06,-77.75,Nash,NC,,,,,,,,,,,,,,,,2020
Bat Cave (BC),ERCOT,storage,active,100.0,30.737745,-99.231778,Mason,TX,,,,,,,,,,,,,,,,2021
Dickinson (DIKN),ERCOT,storage,active,9.9,29.461255,-95.056987,Galveston,TX,,,,,,,,,,,,,,,,2021
Loop 463 (LOOP),ERCOT,storage,active,9.9,28.816475,-97.074867,Victoria,TX,,,,,,,,,,,,,,,,2021
Lopeno (LOPE),ERCOT,storage,active,9.9,26.687614,-99.109418,Zapata,TX,,,,,,,,,,,,,,,,2022
North Fork TX (NF),ERCOT,storage,active,100.0,30.748955,-97.875708,Williamson,TX,,,,,,,,,,,,,,,,2021
Pueblo BA (PBL1),ERCOT,storage,active,9.9,28.678935,-100.463708,Maverick,TX,,,,,,,,,,,,,,,,2022
Pueblo BA (PBL2),ERCOT,storage,active,9.9,28.678935,-100.463708,Maverick,TX,,,,,,,,,,,,,,,,2022
Ranchtown (RANCH),ERCOT,storage,active,9.9,29.617885,-98.735948,Bexar,TX,,,,,,,,,,,,,,,,2021
Sweeny (SWNY),ERCOT,storage,active,9.9,29.055615,-95.687237,Brazoria,TX,,,,,,,,,,,,,,,,2021
Zapata (ZPT1),ERCOT,storage,active,9.9,26.932675,-99.233708,Zapata,TX,,,,,,,,,,,,,,,,2022
Zapata (ZPT2),ERCOT,storage,active,9.9,26.932675,-99.233708,Zapata,TX,,,,,,,,,,,,,,,,2022
Coachella Hills Wind (CHW),CAISO,wind,active,61.2,33.9077,-116.5797,Riverside,CA,,,,,,,,,,,,,,,,2021
Prospero Solar II (PROSP),ERCOT,solar,active,250.0,32.275814,-102.844806,Andrews,TX,,,,,,,,,,,,,,,,2021
Summit Winds (DYER),CAISO,wind,active,47.5,37.761151,-121.69067,Alameda,CA,,,,,,,,,,,,,,,,2021
Summit Winds (FRICK),CAISO,wind,active,10.0,37.761151,-121.69067,Alameda,CA,,,,,,,,,,,,,,,,2021
EDF Ph1 Toms River (GEN1),PJM,solar,active,21.3,39.984,-74.238,Ocean,NJ,,,,,,,,,,,,,,,,2021
"AES Griggs Solar, LLC (GRIG)",PJM,solar,active,2.0,41.19128,-87.666461,Kankakee,IL,,,,,,,,,,,,,,,,2020
"IGS East Central, LLC (EAST)",PJM,solar,active,2.0,41.471715,-88.043725,Will,IL,,,,,,,,,,,,,,,,2020
SV CSG Lily Lake 2 LLC (LILY),PJM,solar,active,2.0,41.954902,-88.478372,Kane,IL,,,,,,,,,,,,,,,,2020
Cedarville Road (LENA),PJM,solar,active,2.0,42.37195,-89.80797,Stephenson,IL,,,,,,,,,,,,,,,,2020
6685 Santa Barbara Ct (SBAR),PJM,solar,active,1.0,39.189589,-76.743011,Howard,MD,,,,,,,,,,,,,,,,2020
Mockingbird Solar Center (7777),ERCOT,solar,active,471.0,33.39167,-95.42519,Lamar,TX,,,,,,,,,,,,,,,,2024
"American Goldfinch SCS ACY2 NJ, LLC (30001)",PJM,solar,active,3.9,40.08556,-74.84089,Burlington,NJ,,,,,,,,,,,,,,,,2020
"SCS Beltway 011754 Rock Falls, LLC (30005)",PJM,solar,active,1.0,41.767012,-89.670331,Whiteside,IL,,,,,,,,,,,,,,,,2020
Tranquillity ID (TRANQ),CAISO,solar,active,1.3,36.648026,-120.24594,Fresno,CA,,,,,,,,,,,,,,,,2018
Ridgecrest (467),PJM,solar,active,1.7,38.84683,-76.97592,District of Columbia,DC,,,,,,,,,,,,,,,,2021
Cascades (464),PJM,solar,active,2.0,40.55879,-74.45646,Middlesex,NJ,,,,,,,,,,,,,,,,2021
Braes Bayou Plant (CTG-1),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Braes Bayou Plant (CTG-2),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Braes Bayou Plant (CTG-3),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Braes Bayou Plant (CTG-4),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Braes Bayou Plant (CTG-5),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Braes Bayou Plant (CTG-6),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Braes Bayou Plant (CTG-7),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Braes Bayou Plant (CTG-8),ERCOT,natural_gas,active,60.5,29.480277,-95.620277,Fort Bend,TX,,,,,,,,,,,,,,,,2022
Gliden (Op Zone) (304),PJM,solar,active,5.0,36.30161,-76.60357,Chowan,NC,,,,,,,,,,,,,,,,2020
Niagara Bottling - Seguin (NIAGS),ERCOT,solar,active,4.9,29.589139,-97.977198,Guadalupe,TX,,,,,,,,,,,,,,,,2021
Firestone Walker Brewery - Phase 1 (FWBP1),CAISO,solar,active,1.6,35.595877,-120.694306,San Luis Obispo,CA,,,,,,,,,,,,,,,,2020
EMWD - Perris Valley RWRF (EMSJN),CAISO,solar,active,3.4,33.75998,-117.18766,Riverside,CA,,,,,,,,,,,,,,,,2021
EMWD - San Jacinto RWRF NEM (EMSJN),CAISO,solar,active,1.3,33.798547,-117.016588,Riverside,CA,,,,,,,,,,,,,,,,2021
EMWD - Sun City RWRF (EMSUN),CAISO,solar,active,1.6,33.696146,-117.218621,Riverside,CA,,,,,,,,,,,,,,,,2021
EMWD - San Jacinto RES BCT (EMRES),CAISO,solar,active,4.2,33.802869,-117.023567,Riverside,CA,,,,,,,,,,,,,,,,2022
CSU San Jose State University (CSUSJ),CAISO,solar,active,1.7,37.334,-121.884,Santa Clara,CA,,,,,,,,,,,,,,,,2021
El Dorado County (ELDCO),CAISO,solar,active,1.5,38.698145,-120.828256,El Dorado,CA,,,,,,,,,,,,,,,,2021
California State Univ at Channel Islands (CSUCI),CAISO,solar,active,3.7,34.162058,-119.043375,Ventura,CA,,,,,,,,,,,,,,,,2021
EMWD - Moreno Valley RWRF (EMMOR),CAISO,solar,active,2.4,33.868252,-117.214055,Riverside,CA,,,,,,,,,,,,,,,,2021
Delanco (DELAN),PJM,solar,active,2.4,40.04936,-74.9353,Burlington,NJ,,,,,,,,,,,,,,,,2021
Pontiac (PONTC),PJM,solar,active,2.0,40.91806,-88.625,Livingston,IL,,,,,,,,,,,,,,,,2021
Rockford CSG (ROCKF),PJM,solar,active,2.0,42.16572,-89.03686,Winnebago,IL,,,,,,,,,,,,,,,,2021
TX7 Flat Top (TX7),ERCOT,storage,active,9.9,31.19791,-103.36067,Reeves,TX,,,,,,,,,,,,,,,,2020
TX8 Worsham (TX8),ERCOT,storage,active,9.9,31.35658,-103.33645,Pecos,TX,,,,,,,,,,,,,,,,2020
TX2 Port Lavaca (TX2),ERCOT,storage,active,9.9,28.58673,-96.68376,Calhoun,TX,,,,,,,,,,,,,,,,2020
Amazon - Stockton - Roof (SCK1) - (CA) (19001),CAISO,solar,active,2.6,37.911715,-121.19865,San Joaquin,CA,,,,,,,,,,,,,,,,2023
American Beech Solar LLC (KOV4A),PJM,solar,active,140.0,36.144761,-77.509522,Halifax,NC,,,,,,,,,,,,,,,,2025
Black Rock Wind (BRW),PJM,wind,active,115.0,39.366803,-79.108263,Mineral,WV,,,,,,,,,,,,,,,,2022
Vallecitos Water District (VALLE),CAISO,solar,active,1.4,33.212535,-117.177029,San Diego,CA,,,,,,,,,,,,,,,,2021
"Pine Road Solar, LLC CSG (PINE)",PJM,solar,active,2.0,41.674386,-88.664448,DeKalb,IL,,,,,,,,,,,,,,,,2021
Brazoria West (GEN1),ERCOT,solar,active,200.0,29.191,-95.663,Brazoria,TX,,,,,,,,,,,,,,,,2022
Wythe County Solar (GEN1),PJM,solar,active,75.0,36.876,-80.837,Wythe,VA,,,,,,,,,,,,,,,,2025
"Grissom Solar, LLC (GSF01)",PJM,solar,active,5.0,36.23891,-77.897552,Halifax,NC,,,,,,,,,,,,,,,,2021
"Grissom Solar, LLC (GSF02)",PJM,storage,active,10.0,36.23891,-77.897552,Halifax,NC,,,,,,,,,,,,,,,,2021
"CSG Mt. Morris 2, LLC (MTMO)",PJM,solar,active,2.0,42.065653,-89.433136,Ogle,IL,,,,,,,,,,,,,,,,2021
"Tower Road Solar, LLC CSG (BOIG)",PJM,solar,active,2.0,41.805224,-88.925188,Dekalb,IL,,,,,,,,,,,,,,,,2021
Byron Highway Solar (BYHWY),CAISO,solar,active,5.0,37.847114,-121.617308,Contra Costa,CA,,,,,,,,,,,,,,,,2022
Arlington Energy Center II (AEC1),CAISO,solar,active,100.0,33.69088,-114.774944,Riverside,CA,,,,,,,,,,,,,,,,2022
Arlington Energy Center II (AEC2),CAISO,solar,active,133.0,33.69088,-114.774944,Riverside,CA,,,,,,,,,,,,,,,,2023
Arlington Energy Center II (AEC2B),CAISO,storage,active,132.0,33.69088,-114.774944,Riverside,CA,,,,,,,,,,,,,,,,2022
Resurgence Solar (GEN1),CAISO,solar,active,90.0,35.00656,-117.54484,San Bernardino,CA,,,,,,,,,,,,,,,,2023
Resurgence Solar (GEN2),CAISO,storage,active,75.0,35.00656,-117.54484,San Bernardino,CA,,,,,,,,,,,,,,,,2023
7448 Candlewood Road (1),PJM,solar,active,1.5,39.16,-76.7,Anne Arundel,MD,,,,,,,,,,,,,,,,2020
CA Institute for Women (CIW),CAISO,solar,active,1.0,33.949722,-117.636427,San Bernardino,CA,,,,,,,,,,,,,,,,2020
Atascadero State Hospital (ATASC),CAISO,solar,active,1.1,35.463333,-120.634011,San Luis Obispo,CA,,,,,,,,,,,,,,,,2020
Gambit Energy Storage - Angleton Storage (1),ERCOT,storage,active,100.0,29.16801,-95.445062,Brazoria,TX,,,,,,,,,,,,,,,,2021
Camden Solar LLC (KOV4A),PJM,solar,active,20.0,36.30786,-76.144486,Camden,NC,,,,,,,,,,,,,,,,2021
Corazon Energy LLC (KOV4A),ERCOT,solar,active,200.0,27.634677,-99.258329,Webb,TX,,,,,,,,,,,,,,,,2021
Ranchland Wind Project II (WT2),ERCOT,wind,active,148.0,32.308524,-99.164198,Callahan,TX,,,,,,,,,,,,,,,,2024
Ranchland Wind Storage (BA),ERCOT,storage,active,73.0,32.308524,-99.164198,Callahan,TX,,,,,,,,,,,,,,,,2023
Ranchland Wind Project I (WT2),ERCOT,wind,active,114.9,32.308524,-99.164498,Callahan,TX,,,,,,,,,,,,,,,,2024
Riverstart Solar Park LLC (GEN01),PJM,solar,active,200.0,40.046244,-85.045087,Randolph,IN,,,,,,,,,,,,,,,,2021
Arlington Energy Center III (AEC3),CAISO,solar,active,131.0,33.69088,-114.774944,Riverside,CA,,,,,,,,,,,,,,,,2022
Arlington Energy Center III (AEC3B),CAISO,storage,active,110.0,33.69088,-114.774944,Riverside,CA,,,,,,,,,,,,,,,,2022
Broadway 2 - UC Riverside (GEN1),CAISO,solar,active,3.0,33.97034,-117.33101,Riverside,CA,,,,,,,,,,,,,,,,2014
"El Algodon Alto Wind Farm, LLC (EEA)",ERCOT,wind,active,200.2,27.992706,-97.743983,San Patricio,TX,,,,,,,,,,,,,,,,2022
Prologis L.P (PLDPL),CAISO,solar,active,3.0,37.725044,-121.529783,San Joaquin,CA,,,,,,,,,,,,,,,,2018
County of San Diego COC Hybrid (PV),CAISO,solar,active,1.7,32.833645,-117.131123,San Diego,CA,,,,,,,,,,,,,,,,2020
"Kirby Road Solar, LLC (KBR)",PJM,solar,active,1.3,38.77897,-76.923695,Prince Georges,MD,,,,,,,,,,,,,,,,2021
MNCPPC Randall Farm (X0009),PJM,solar,active,1.4,38.831624,-76.803146,Prince Georges,MD,,,,,,,,,,,,,,,,2020
Burns Solar One LLC (64606),PJM,solar,active,2.0,39.47653,-76.85446,Baltimore,MD,,,,,,,,,,,,,,,,2020
"Hostetter Solar One, LLC (64608)",PJM,solar,active,2.0,39.66448,-77.70058,Washington,MD,,,,,,,,,,,,,,,,2020
Amazon MDW6 Solar Project (MDW6),PJM,solar,active,1.9,41.6721,-88.11549,Will,IL,,,,,,,,,,,,,,,,2020
SEPV Sierra (1),CAISO,storage,active,8.3,34.733011,-118.138525,Los Angeles,CA,,,,,,,,,,,,,,,,2020
SEPV Sierra (2),CAISO,solar,active,3.0,34.733011,-118.138525,Los Angeles,CA,,,,,,,,,,,,,,,,2020
Kearny North Energy Storage (KNES),CAISO,storage,active,10.0,32.83347,-117.13443,San Diego,CA,,,,,,,,,,,,,,,,2022
Kearny South Energy Storage (KSES),CAISO,storage,active,10.0,32.832886,-117.132292,San Diego,CA,,,,,,,,,,,,,,,,2022
Diamond H Dairy Power (GEN1),CAISO,biomass,active,1.0,37.01618,-120.37279,Madera,CA,,,,,,,,,,,,,,,,2021
Diamond H Dairy Power (GEN2),CAISO,biomass,active,1.0,37.01618,-120.37279,Madera,CA,,,,,,,,,,,,,,,,2021
Hudson - High Desert Hybrid (BESS1),CAISO,storage,active,50.0,34.6365,-117.3724,San Bernardino,CA,,,,,,,,,,,,,,,,2021
Hudson - High Desert Hybrid (GEN1),CAISO,solar,active,100.0,34.6365,-117.3724,San Bernardino,CA,,,,,,,,,,,,,,,,2021
Slidematic at Rockford (SLIDE),PJM,solar,active,1.8,42.206076,-89.074384,Winnebago,IL,,,,,,,,,,,,,,,,2022
"Rabbitbrush Solar, LLC (GEN01)",CAISO,solar,active,100.0,34.83,-118.32,Kern,CA,,,,,,,,,,,,,,,,2022
"Rabbitbrush Solar, LLC (RBBAT)",CAISO,storage,active,20.0,34.83,-118.32,Kern,CA,,,,,,,,,,,,,,,,2022
Rexford Solar Farm (20SD8),CAISO,solar,active,300.0,35.840479,-119.082742,Tulare,CA,,,,,,,,,,,,,,,,2025
Rexford Solar Farm (20SDB),CAISO,storage,active,240.0,35.840479,-119.082742,Tulare,CA,,,,,,,,,,,,,,,,2025
"Big Plain Solar, LLC (GEN01)",PJM,solar,active,196.0,39.855658,-83.328428,Madison,OH,,,,,,,,,,,,,,,,2023
Big Rock Solar Farm (92JTB),CAISO,storage,active,200.0,32.733421,-115.71368,Imperial,CA,,,,,,,,,,,,,,,,2025
TG East (ESCA),ERCOT,wind,active,336.0,33.746323,-99.665516,Knox,TX,,,,,,,,,,,,,,,,2022
P52ES 1755 Henryton Rd Phase 1 LLC CSG (HCSG),PJM,solar,active,1.9,39.32015,-76.92965,Howard,MD,,,,,,,,,,,,,,,,2021
P52ES 1755 Henryton Rd Phase 2 LLC (HVNM),PJM,solar,active,1.9,39.32015,-76.92965,Howard,MD,,,,,,,,,,,,,,,,2021
White Marsh Solar (WM),PJM,solar,active,1.5,39.4167,-76.403,Baltimore,MD,,,,,,,,,,,,,,,,2020
Mason Solar One LLC (MAS),PJM,solar,active,1.0,39.69196,-75.91848,Cecil,MD,,,,,,,,,,,,,,,,2020
Pittman Solar One LLC (PITT),PJM,solar,active,2.0,39.68753,-78.108,Washington,MD,,,,,,,,,,,,,,,,2020
"Bulldog Solar One, LLC (QAB)",PJM,solar,active,2.0,38.9152,-76.6972,Prince Georges,MD,,,,,,,,,,,,,,,,2020
"AEUG Union Solar, LLC (AUS)",PJM,solar,active,325.0,40.437526,-83.483493,Union,OH,,,,,,,,,,,,,,,,2024
"Blue Jay Solar I, LLC (BLUEJ)",ERCOT,storage,active,51.6,30.705329,-96.069829,Grimes,TX,,,,,,,,,,,,,,,,2023
Lake Herman (359),CAISO,solar,active,5.0,38.0971,-122.1417,Solano,CA,,,,,,,,,,,,,,,,2021
Ryland Road Solar (RYLND),PJM,solar,active,5.0,36.27585,-76.64867,Chowan,NC,,,,,,,,,,,,,,,,2021
Windsor Hwy 17 Solar (WDH17),PJM,solar,active,5.0,36.021253,-76.872438,Bertie,NC,,,,,,,,,,,,,,,,2021
"Oak Trail Solar, LLC (GEN01)",PJM,solar,active,100.0,36.5044,-76.1887,Currituck,NC,,,,,,,,,,,,,,,,2023
Van der Hoek Solar Array/ Dairy (VDH),CAISO,solar,active,2.4,36.504015,-120.098148,Fresno,CA,,,,,,,,,,,,,,,,2017
MD - PR97 (CSG) (90029),PJM,solar,active,2.0,38.934666,-76.714819,Prince Georges,MD,,,,,,,,,,,,,,,,2022
Todd Solar (65004),PJM,solar,active,20.0,38.613328,-75.835207,Dorchester,MD,,,,,,,,,,,,,,,,2021
"El Dorado Solar, LLC (390)",CAISO,solar,active,1.5,38.637,-121.059,El Dorado,CA,,,,,,,,,,,,,,,,2021
LeConte Energy Storage (LCES),CAISO,storage,active,125.0,32.677208,-115.670203,Imperial,CA,,,,,,,,,,,,,,,,2022
"Santee Solar Partners, LLC (C1BDN)",PJM,solar,active,3.3,45.4173,-93.3885,Isanti,MN,,,,,,,,,,,,,,,,2021
CL-Viaduct LLC (GSF01),PJM,solar,active,20.0,41.050201,-78.651901,Clearfield,PA,,,,,,,,,,,,,,,,2023
White Mesa Wind (WM001),ERCOT,wind,active,500.6,30.91,-101.263,Crockett,TX,,,,,,,,,,,,,,,,2021
UN-School House LLC (GSF01),PJM,solar,active,20.0,40.963184,-78.179153,Clearfield,PA,,,,,,,,,,,,,,,,2023
Sanborn BESS 1 (ESSB1),CAISO,storage,active,100.0,35.027264,-118.139236,Kern,CA,,,,,,,,,,,,,,,,2021
Sanborn BESS 2 (ESSB2),CAISO,storage,active,100.0,35.027264,-118.140078,Kern,CA,,,,,,,,,,,,,,,,2021
IL17021 Brush Creek I CSG (BCK17),PJM,solar,active,2.0,42.452243,-89.638813,Stephenson,IL,,,,,,,,,,,,,,,,2022
Segunda II (CSG) (SEGU2),PJM,solar,active,2.0,41.117733,-88.863709,LaSalle,IL,,,,,,,,,,,,,,,,2021
Woodlawn II (CSG) (WOOD2),PJM,solar,active,2.0,41.392408,-87.594818,Will,IL,,,,,,,,,,,,,,,,2021
Dodds (CSG) (DOODS),PJM,solar,active,2.0,42.379459,-89.842957,Stephenson,IL,,,,,,,,,,,,,,,,2021
Olmstead II CSG (OLMS2),PJM,solar,active,2.0,42.371669,-89.796287,Stephenson,IL,,,,,,,,,,,,,,,,2021
Wolfcastle (WOLFC),PJM,solar,active,2.0,41.9506,-88.8308,DeKalb,IL,,,,,,,,,,,,,,,,2021
Tierra Buena Energy Storage (TB1),CAISO,storage,active,2.5,39.17133,-121.66209,Sutter,CA,,,,,,,,,,,,,,,,2022
Tierra Buena Energy Storage (TB2),CAISO,storage,active,2.5,39.17133,-121.66209,Sutter,CA,,,,,,,,,,,,,,,,2022
Amazon PSP1 (267),CAISO,solar,active,3.8,33.92624,-116.99442,Riverside,CA,,,,,,,,,,,,,,,,2021
Redwood Coast Airport Microgrid (RCAM1),CAISO,solar,active,2.2,40.967222,-124.104444,Humboldt,CA,,,,,,,,,,,,,,,,2021
Redwood Coast Airport Microgrid (RCAM2),CAISO,storage,active,2.2,40.967222,-124.104444,Humboldt,CA,,,,,,,,,,,,,,,,2021
IGS Frankfort 2 CSG (FRAN2),PJM,solar,active,2.0,41.49563,-87.7876,Cook,IL,,,,,,,,,,,,,,,,2021
Long John CSG (LJOHN),PJM,solar,active,2.0,41.69398,-88.65309,DeKalb,IL,,,,,,,,,,,,,,,,2021
Woodlawn CSG (WOOD),PJM,solar,active,2.0,41.392408,-87.594633,Will,IL,,,,,,,,,,,,,,,,2021
OER Checkerspot (CHECK),PJM,solar,active,1.5,38.783572,-76.574153,Anne Arundel,MD,,,,,,,,,,,,,,,,2021
WAL462 (GEN1),ERCOT,natural_gas,active,1.3,29.421764,-95.230784,Brazoria,TX,,,,,,,,,,,,,,,,2019
WAL529 (GEN1),ERCOT,natural_gas,active,1.3,29.372305,-95.000453,Galveston,TX,,,,,,,,,,,,,,,,2019
WAL897 (GEN1),ERCOT,natural_gas,active,1.3,30.896466,-102.907161,Pecos,TX,,,,,,,,,,,,,,,,2021
Upton County BESS (UPT1),ERCOT,storage,active,24.8,31.23924,-102.32169,Upton,TX,,,,,,,,,,,,,,,,2023
"Energix Leatherwood, LLC (ENX10)",PJM,solar,active,20.0,36.687071,-79.709472,Henry,VA,,,,,,,,,,,,,,,,2021
FELPS 1 - Calaveras (FLPS1),ERCOT,solar,active,1.0,29.220361,-98.250865,Wilson,TX,,,,,,,,,,,,,,,,2021
FELPS 2 - Calaveras (FLPS2),ERCOT,solar,active,1.0,29.220942,-98.251671,Wilson,TX,,,,,,,,,,,,,,,,2021
FELPS 3 - Floresville South (FLPS3),ERCOT,solar,active,1.0,29.129219,-98.106298,Wilson,TX,,,,,,,,,,,,,,,,2021
FELPS 4 - Floresville South (FLPS4),ERCOT,solar,active,1.0,29.128666,-98.107043,Wilson,TX,,,,,,,,,,,,,,,,2021
FELPS 5- Floresville South (FLPS5),ERCOT,solar,active,1.0,29.128151,-98.107343,Wilson,TX,,,,,,,,,,,,,,,,2021
FELPS 6- Floresville West (FLPS6),ERCOT,solar,active,1.0,29.13398,-98.193353,Wilson,TX,,,,,,,,,,,,,,,,2021
FELPS 7- Floresville West (FLPS7),ERCOT,solar,active,1.0,29.133613,-98.192753,Wilson,TX,,,,,,,,,,,,,,,,2021
"Yellowbud Solar, LLC (YELLO)",PJM,solar,active,274.0,39.502511,-83.065575,Ross,OH,,,,,,,,,,,,,,,,2023
Catalina Express (CATAL),CAISO,solar,active,1.0,33.749947,-118.278469,Los Angeles,CA,,,,,,,,,,,,,,,,2020
Marina South (MARIN),CAISO,solar,active,1.0,33.717993,-118.275617,Los Angeles,CA,,,,,,,,,,,,,,,,2020
"SR Turkey Creek, LLC (SRTC)",PJM,solar,active,50.0,37.592994,-84.567965,Garrard,KY,,,,,,,,,,,,,,,,2022
Daggett 2 (DAGGB),CAISO,storage,active,131.0,34.860918,-116.855281,San Bernardino,CA,,,,,,,,,,,,,,,,2023
Daggett 2 (DAGGP),CAISO,solar,active,182.0,34.860918,-116.855281,San Bernardino,CA,,,,,,,,,,,,,,,,2023
Daggett 3 (DAGGB),CAISO,storage,active,149.0,34.860918,-116.855281,San Bernardino,CA,,,,,,,,,,,,,,,,2023
Daggett 3 (DAGGP),CAISO,solar,active,300.0,34.860918,-116.855281,San Bernardino,CA,,,,,,,,,,,,,,,,2023
New Market Solar (NMS1),PJM,solar,active,35.0,39.07183,-83.796107,Highland,OH,,,,,,,,,,,,,,,,2023
New Market Solar (NMS2),PJM,solar,active,65.0,39.07183,-83.796107,Highland,OH,,,,,,,,,,,,,,,,2024
"IP Radian, LLC (IPRAD)",ERCOT,solar,active,320.0,31.5481,-99.1872,Brown,TX,,,,,,,,,,,,,,,,2023
Deer Creek 2 (392),CAISO,solar,active,1.3,38.628,-120.984,El Dorado,CA,,,,,,,,,,,,,,,,2021
Chaparral Springs (CHAPB),CAISO,storage,active,52.0,34.870764,-118.3195,Kern,CA,,,,,,,,,,,,,,,,2025
Chaparral Springs (CHAPS),CAISO,solar,active,102.0,34.870764,-118.3195,Kern,CA,,,,,,,,,,,,,,,,2025
Chaparral Springs (GEN01),CAISO,solar,active,72.0,34.870764,-118.3195,Kern,CA,,,,,,,,,,,,,,,,2025
Chaparral Springs (WS3BA),CAISO,storage,active,36.0,34.870764,-118.3195,Kern,CA,,,,,,,,,,,,,,,,2025
Keeversville Solar CSG (KEEV),PJM,solar,active,2.0,41.25559,-88.21848,Will,IL,,,,,,,,,,,,,,,,2021
