name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score,commissioning_year
Rollins (1P),CAISO,hydro,active,12.1,39.134259,-120.953341,Placer,CA,,,,,,,,,,,,,,,,1980
J K Smith (GT1),PJM,natural_gas,active,119.0,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,1999
J K Smith (GT10),PJM,natural_gas,active,108.2,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,2010
J K Smith (GT2),PJM,natural_gas,active,119.0,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,1999
J K Smith (GT3),PJM,natural_gas,active,119.0,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,1999
J K Smith (GT4),PJM,natural_gas,active,87.6,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,2001
J K Smith (GT5),PJM,natural_gas,active,87.6,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,2001
J K Smith (GT6),PJM,natural_gas,active,94.9,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,2005
J K Smith (GT7),PJM,natural_gas,active,94.9,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,2005
J K Smith (GT9),PJM,natural_gas,active,108.2,37.8833,-84.1017,Clark,KY,,,,,,,,,,,,,,,,2010
J S Eastwood (1),CAISO,storage,active,199.8,37.147926,-119.2567,Fresno,CA,,,,,,,,,,,,,,,,1987
Volta 2 (1),CAISO,hydro,active,1.0,40.45193,-121.86215,Shasta,CA,,,,,,,,,,,,,,,,1981
Alta Powerhouse (1),CAISO,hydro,active,1.0,39.215979,-120.80355,Placer,CA,,,,,,,,,,,,,,,,1902
Angels (1),CAISO,hydro,active,1.4,38.071944,-120.539444,Calaveras,CA,,,,,,,,,,,,,,,,1940
Balch 1 (1),CAISO,hydro,active,31.0,36.909137,-119.087712,Fresno,CA,,,,,,,,,,,,,,,,1927
Balch 2 (2),CAISO,hydro,active,48.6,36.908907,-119.087556,Fresno,CA,,,,,,,,,,,,,,,,1958
Balch 2 (3),CAISO,hydro,active,48.6,36.908907,-119.087556,Fresno,CA,,,,,,,,,,,,,,,,1958
Belden (1),CAISO,hydro,active,117.9,40.007445,-121.249438,Plumas,CA,,,,,,,,,,,,,,,,1969
Bucks Creek (H1),CAISO,hydro,active,33.0,39.91062,-121.327692,Plumas,CA,,,,,,,,,,,,,,,,1928
Butt Valley (1),CAISO,hydro,active,40.0,40.175656,-121.190663,Plumas,CA,,,,,,,,,,,,,,,,1958
Caribou 1 (1),CAISO,hydro,active,23.8,40.085476,-121.148241,Plumas,CA,,,,,,,,,,,,,,,,1921
Caribou 1 (2),CAISO,hydro,active,25.0,40.085476,-121.148241,Plumas,CA,,,,,,,,,,,,,,,,1921
Caribou 1 (3),CAISO,hydro,active,25.0,40.085476,-121.148241,Plumas,CA,,,,,,,,,,,,,,,,1924
Caribou 2 (4),CAISO,hydro,active,60.3,40.085997,-121.149373,Plumas,CA,,,,,,,,,,,,,,,,1958
Caribou 2 (5),CAISO,hydro,active,57.6,40.085997,-121.149373,Plumas,CA,,,,,,,,,,,,,,,,1958
Chili Bar (1),CAISO,hydro,active,8.3,38.771764,-120.813239,El Dorado,CA,,,,,,,,,,,,,,,,1965
Coleman PH (1),CAISO,hydro,active,12.1,40.404645,-122.121904,Shasta,CA,,,,,,,,,,,,,,,,1979
Cresta (1),CAISO,hydro,active,36.9,39.825907,-121.409687,Butte,CA,,,,,,,,,,,,,,,,1949
De Sabla (1),CAISO,hydro,active,18.4,39.869265,-121.631819,Butte,CA,,,,,,,,,,,,,,,,1963
Deer Creek PH (1),CAISO,hydro,active,5.5,39.29807,-120.8443,Nevada,CA,,,,,,,,,,,,,,,,1908
Drum 1 (1),CAISO,hydro,active,12.0,39.256873,-120.767437,Placer,CA,,,,,,,,,,,,,,,,1913
Drum 1 (2),CAISO,hydro,active,12.0,39.256873,-120.767437,Placer,CA,,,,,,,,,,,,,,,,1913
Drum 1 (3),CAISO,hydro,active,12.0,39.256873,-120.767437,Placer,CA,,,,,,,,,,,,,,,,1922
Drum 1 (4),CAISO,hydro,active,13.2,39.256873,-120.767437,Placer,CA,,,,,,,,,,,,,,,,1928
Drum 2 (5),CAISO,hydro,active,53.1,39.257388,-120.767046,Placer,CA,,,,,,,,,,,,,,,,1965
Dutch Flat (1),CAISO,hydro,active,22.0,39.216985,-120.835587,Placer,CA,,,,,,,,,,,,,,,,1943
El Dorado (1),CAISO,hydro,active,10.0,38.793574,-120.619152,El Dorado,CA,,,,,,,,,,,,,,,,1924
El Dorado (2),CAISO,hydro,active,10.0,38.793574,-120.619152,El Dorado,CA,,,,,,,,,,,,,,,,1924
Electra (1),CAISO,hydro,active,32.3,38.330985,-120.669901,Amador,CA,,,,,,,,,,,,,,,,1948
Electra (2),CAISO,hydro,active,35.1,38.330985,-120.669901,Amador,CA,,,,,,,,,,,,,,,,1948
Electra (3),CAISO,hydro,active,35.1,38.330985,-120.669901,Amador,CA,,,,,,,,,,,,,,,,1948
Haas (H1),CAISO,hydro,active,67.5,36.927424,-119.02025,Fresno,CA,,,,,,,,,,,,,,,,1958
Haas (H2),CAISO,hydro,active,67.5,36.927424,-119.02025,Fresno,CA,,,,,,,,,,,,,,,,1958
Halsey (1),CAISO,hydro,active,13.6,38.956985,-121.041932,Placer,CA,,,,,,,,,,,,,,,,1916
Hat Creek 1 (1),CAISO,hydro,active,10.0,40.929297,-121.544462,Shasta,CA,,,,,,,,,,,,,,,,1921
Hat Creek 2 (1),CAISO,hydro,active,10.0,40.960675,-121.548657,Shasta,CA,,,,,,,,,,,,,,,,1921
Humboldt Bay (IC1),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC10),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC2),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC3),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2011
Humboldt Bay (IC4),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC5),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC6),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC7),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC8),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
Humboldt Bay (IC9),CAISO,natural_gas,active,16.7,40.7415,-124.2103,Humboldt,CA,,,,,,,,,,,,,,,,2010
James B Black (1),CAISO,hydro,active,85.1,40.992295,-121.975182,Shasta,CA,,,,,,,,,,,,,,,,1966
James B Black (2),CAISO,hydro,active,83.5,40.992295,-121.975182,Shasta,CA,,,,,,,,,,,,,,,,1965
Kings River PH (H1),CAISO,hydro,active,48.6,36.888166,-119.158777,Fresno,CA,,,,,,,,,,,,,,,,1962
Merced Falls (1),CAISO,hydro,active,3.4,37.52301,-120.329905,Merced,CA,,,,,,,,,,,,,,,,1930
Dynegy Moss Landing Power Plant Hybrid (BAT2),CAISO,storage,active,100.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2021
Dynegy Moss Landing Power Plant Hybrid (BAT3),CAISO,storage,active,350.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2023
Dynegy Moss Landing Power Plant Hybrid (CT1A),CAISO,natural_gas,active,233.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2002
Dynegy Moss Landing Power Plant Hybrid (CT1B),CAISO,natural_gas,active,233.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2002
Dynegy Moss Landing Power Plant Hybrid (CT2A),CAISO,natural_gas,active,233.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2002
Dynegy Moss Landing Power Plant Hybrid (CT2B),CAISO,natural_gas,active,233.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2002
Dynegy Moss Landing Power Plant Hybrid (ST1),CAISO,natural_gas,active,233.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2002
Dynegy Moss Landing Power Plant Hybrid (ST2),CAISO,natural_gas,active,233.0,36.804837,-121.782241,Monterey,CA,,,,,,,,,,,,,,,,2002
Murphys (1),CAISO,hydro,active,3.6,38.147093,-120.446396,Calaveras,CA,,,,,,,,,,,,,,,,1954
Narrows PH (1),CAISO,hydro,active,10.2,39.2364,-121.271741,Nevada,CA,,,,,,,,,,,,,,,,1942
Phoenix (1),CAISO,hydro,active,1.6,38.032103,-120.326537,Tuolumne,CA,,,,,,,,,,,,,,,,1940
Pit 1 (H1),CAISO,hydro,active,34.6,40.99084,-121.498243,Shasta,CA,,,,,,,,,,,,,,,,1922
Pit 1 (H2),CAISO,hydro,active,34.6,40.99084,-121.498243,Shasta,CA,,,,,,,,,,,,,,,,1922
Pit 3 (H1),CAISO,hydro,active,26.7,40.997448,-121.748139,Shasta,CA,,,,,,,,,,,,,,,,1925
Pit 3 (H2),CAISO,hydro,active,26.7,40.997448,-121.748139,Shasta,CA,,,,,,,,,,,,,,,,1925
Pit 3 (H3),CAISO,hydro,active,26.7,40.997448,-121.748139,Shasta,CA,,,,,,,,,,,,,,,,1925
Pit 4 (1),CAISO,hydro,active,51.7,40.986361,-121.84944,Shasta,CA,,,,,,,,,,,,,,,,1955
Pit 4 (2),CAISO,hydro,active,51.7,40.986361,-121.84944,Shasta,CA,,,,,,,,,,,,,,,,1955
Pit 5 (H1),CAISO,hydro,active,38.2,40.986197,-121.977594,Shasta,CA,,,,,,,,,,,,,,,,1944
Pit 5 (H2),CAISO,hydro,active,38.2,40.986197,-121.977594,Shasta,CA,,,,,,,,,,,,,,,,1944
Pit 5 (H3),CAISO,hydro,active,33.2,40.986197,-121.977594,Shasta,CA,,,,,,,,,,,,,,,,1944
Pit 5 (H4),CAISO,hydro,active,32.0,40.986197,-121.977594,Shasta,CA,,,,,,,,,,,,,,,,1944
Pit 6 (H1),CAISO,hydro,active,39.6,40.922568,-121.992906,Shasta,CA,,,,,,,,,,,,,,,,1965
Pit 6 (H2),CAISO,hydro,active,39.6,40.922568,-121.992906,Shasta,CA,,,,,,,,,,,,,,,,1965
Pit 7 (H1),CAISO,hydro,active,57.6,40.847462,-121.990798,Shasta,CA,,,,,,,,,,,,,,,,1965
Pit 7 (H2),CAISO,hydro,active,52.2,40.847462,-121.990798,Shasta,CA,,,,,,,,,,,,,,,,1965
Poe (1),CAISO,hydro,active,71.4,39.722892,-121.469814,Butte,CA,,,,,,,,,,,,,,,,1958
Poe (2),CAISO,hydro,active,71.4,39.722892,-121.469814,Butte,CA,,,,,,,,,,,,,,,,1958
Rock Creek (H1),CAISO,hydro,active,63.0,39.90521,-121.345226,Plumas,CA,,,,,,,,,,,,,,,,1950
Rock Creek (H2),CAISO,hydro,active,63.0,39.90521,-121.345226,Plumas,CA,,,,,,,,,,,,,,,,1950
Salt Springs (1),CAISO,hydro,active,12.3,38.497914,-120.21811,Amador,CA,,,,,,,,,,,,,,,,1931
Salt Springs (2),CAISO,hydro,active,29.7,38.497914,-120.21811,Amador,CA,,,,,,,,,,,,,,,,1953
South (1),CAISO,hydro,active,6.7,40.395396,-121.879186,Tehama,CA,,,,,,,,,,,,,,,,1979
Spaulding 1 (1),CAISO,hydro,active,7.0,39.324613,-120.644807,Nevada,CA,,,,,,,,,,,,,,,,1928
Spaulding 3 (1),CAISO,hydro,active,6.6,39.337679,-120.635467,Nevada,CA,,,,,,,,,,,,,,,,1929
Spring Gap (1),CAISO,hydro,active,6.0,38.18653,-120.11168,Tuolumne,CA,,,,,,,,,,,,,,,,1921
Stanislaus (HC1),CAISO,hydro,active,81.9,38.139048,-120.370325,Tuolumne,CA,,,,,,,,,,,,,,,,1963
Geysers Unit 5-20 (U11),CAISO,geothermal,active,118.8,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1975
Geysers Unit 5-20 (U12),CAISO,geothermal,active,118.8,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1979
Geysers Unit 5-20 (U13),CAISO,geothermal,active,139.8,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1980
Geysers Unit 5-20 (U14),CAISO,geothermal,active,124.2,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1980
Geysers Unit 5-20 (U16),CAISO,geothermal,active,124.2,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1985
Geysers Unit 5-20 (U17),CAISO,geothermal,active,124.2,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1982
Geysers Unit 5-20 (U18),CAISO,geothermal,active,124.2,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1983
Geysers Unit 5-20 (U20),CAISO,geothermal,active,124.2,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1985
Geysers Unit 5-20 (U5),CAISO,geothermal,active,59.4,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1971
Geysers Unit 5-20 (U6),CAISO,geothermal,active,59.4,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1971
Geysers Unit 5-20 (U7),CAISO,geothermal,active,59.4,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1972
Geysers Unit 5-20 (U8),CAISO,geothermal,active,59.4,38.777,-122.745,Sonoma,CA,,,,,,,,,,,,,,,,1972
Tiger Creek (H1),CAISO,hydro,active,25.5,38.449291,-120.492645,Amador,CA,,,,,,,,,,,,,,,,1931
Tiger Creek (H2),CAISO,hydro,active,26.7,38.449291,-120.492645,Amador,CA,,,,,,,,,,,,,,,,1931
Volta 1 (1),CAISO,hydro,active,8.5,40.459111,-121.86708,Shasta,CA,,,,,,,,,,,,,,,,1980
West Point PH (1),CAISO,hydro,active,13.6,38.420898,-120.549572,Amador,CA,,,,,,,,,,,,,,,,1948
Wise (1),CAISO,hydro,active,13.6,38.889862,-121.098525,Placer,CA,,,,,,,,,,,,,,,,1917
Wise (2),CAISO,hydro,active,2.8,38.889862,-121.098525,Placer,CA,,,,,,,,,,,,,,,,1986
AES Alamitos LLC (3),CAISO,natural_gas,active,310.0,33.7688,-118.1009,Los Angeles,CA,,,,,,,,,,,,,,,,1961
AES Alamitos LLC (4),CAISO,natural_gas,active,310.0,33.7688,-118.1009,Los Angeles,CA,,,,,,,,,,,,,,,,1962
AES Alamitos LLC (5),CAISO,natural_gas,active,495.0,33.7688,-118.1009,Los Angeles,CA,,,,,,,,,,,,,,,,1964
Big Creek 1 (1),CAISO,hydro,active,19.8,37.2042,-119.2396,Fresno,CA,,,,,,,,,,,,,,,,1913
Big Creek 1 (2),CAISO,hydro,active,15.8,37.2042,-119.2396,Fresno,CA,,,,,,,,,,,,,,,,1913
Big Creek 1 (3),CAISO,hydro,active,21.6,37.2042,-119.2396,Fresno,CA,,,,,,,,,,,,,,,,1923
Big Creek 1 (4),CAISO,hydro,active,31.2,37.2042,-119.2396,Fresno,CA,,,,,,,,,,,,,,,,1925
Big Creek 2 (3),CAISO,hydro,active,15.8,37.2,-119.3069,Fresno,CA,,,,,,,,,,,,,,,,1913
Big Creek 2 (4),CAISO,hydro,active,15.8,37.2,-119.3069,Fresno,CA,,,,,,,,,,,,,,,,1914
Big Creek 2 (5),CAISO,hydro,active,17.5,37.2,-119.3069,Fresno,CA,,,,,,,,,,,,,,,,1921
Big Creek 2 (6),CAISO,hydro,active,17.5,37.2,-119.3069,Fresno,CA,,,,,,,,,,,,,,,,1925
Big Creek 3 (1),CAISO,hydro,active,34.0,37.148517,-119.386623,Fresno,CA,,,,,,,,,,,,,,,,1923
Big Creek 3 (2),CAISO,hydro,active,34.0,37.148517,-119.386623,Fresno,CA,,,,,,,,,,,,,,,,1923
Big Creek 3 (3),CAISO,hydro,active,34.0,37.148517,-119.386623,Fresno,CA,,,,,,,,,,,,,,,,1923
Big Creek 3 (4),CAISO,hydro,active,36.0,37.148517,-119.386623,Fresno,CA,,,,,,,,,,,,,,,,1948
Big Creek 3 (5),CAISO,hydro,active,36.5,37.148517,-119.386623,Fresno,CA,,,,,,,,,,,,,,,,1980
Big Creek 4 (1),CAISO,hydro,active,50.0,37.139,-119.4898,Madera,CA,,,,,,,,,,,,,,,,1951
Big Creek 4 (2),CAISO,hydro,active,50.0,37.139,-119.4898,Madera,CA,,,,,,,,,,,,,,,,1951
Big Creek 8 (1),CAISO,hydro,active,30.0,37.2096,-119.3289,Fresno,CA,,,,,,,,,,,,,,,,1921
Big Creek 2A (1),CAISO,hydro,active,55.0,37.200062,-119.30681,Fresno,CA,,,,,,,,,,,,,,,,1928
Bishop Creek 2 (1),CAISO,hydro,active,2.5,37.273581,-118.573339,Inyo,CA,,,,,,,,,,,,,,,,1908
Bishop Creek 2 (2),CAISO,hydro,active,2.5,37.273581,-118.573339,Inyo,CA,,,,,,,,,,,,,,,,1908
Bishop Creek 2 (3),CAISO,hydro,active,2.3,37.273581,-118.573339,Inyo,CA,,,,,,,,,,,,,,,,1911
Bishop Creek 3 (1),CAISO,hydro,active,2.8,37.301962,-118.531957,Inyo,CA,,,,,,,,,,,,,,,,1913
Bishop Creek 3 (2),CAISO,hydro,active,2.8,37.301962,-118.531957,Inyo,CA,,,,,,,,,,,,,,,,1913
Bishop Creek 3 (3),CAISO,hydro,active,2.8,37.301962,-118.531957,Inyo,CA,,,,,,,,,,,,,,,,1913
Bishop Creek 4 (1),CAISO,hydro,active,1.0,37.323035,-118.501714,Inyo,CA,,,,,,,,,,,,,,,,1905
Bishop Creek 4 (2),CAISO,hydro,active,1.0,37.323035,-118.501714,Inyo,CA,,,,,,,,,,,,,,,,1905
Bishop Creek 4 (3),CAISO,hydro,active,2.0,37.323035,-118.501714,Inyo,CA,,,,,,,,,,,,,,,,1906
Bishop Creek 4 (4),CAISO,hydro,active,2.2,37.323035,-118.501714,Inyo,CA,,,,,,,,,,,,,,,,1907
Bishop Creek 4 (5),CAISO,hydro,active,2.0,37.323035,-118.501714,Inyo,CA,,,,,,,,,,,,,,,,1909
Bishop Creek 5 (1),CAISO,hydro,active,2.0,37.3344,-118.4797,Inyo,CA,,,,,,,,,,,,,,,,1943
Bishop Creek 5 (2),CAISO,hydro,active,2.5,37.3344,-118.4797,Inyo,CA,,,,,,,,,,,,,,,,1919
Bishop Creek 6 (1),CAISO,hydro,active,1.6,37.3499,-118.4628,Inyo,CA,,,,,,,,,,,,,,,,1913
AES Huntington Beach LLC (2),CAISO,natural_gas,active,218.0,33.6439,-117.9792,Orange,CA,,,,,,,,,,,,,,,,1958
Kaweah 2 (2),CAISO,hydro,active,1.8,36.461326,-118.87988,Tulare,CA,,,,,,,,,,,,,,,,1929
Kern River 3 (1),CAISO,hydro,active,20.5,35.776185,-118.436233,Kern,CA,,,,,,,,,,,,,,,,1921
Kern River 3 (2),CAISO,hydro,active,19.8,35.776185,-118.436233,Kern,CA,,,,,,,,,,,,,,,,1921
Kern River 1 (1),CAISO,hydro,active,6.6,35.460303,-118.77959,Kern,CA,,,,,,,,,,,,,,,,1907
Kern River 1 (2),CAISO,hydro,active,6.6,35.460303,-118.77959,Kern,CA,,,,,,,,,,,,,,,,1907
Kern River 1 (3),CAISO,hydro,active,6.6,35.460303,-118.77959,Kern,CA,,,,,,,,,,,,,,,,1907
Kern River 1 (4),CAISO,hydro,active,6.6,35.460303,-118.77959,Kern,CA,,,,,,,,,,,,,,,,1907
Long Beach Generation (CT1),CAISO,natural_gas,active,63.0,33.7641,-118.2248,Los Angeles,CA,,,,,,,,,,,,,,,,1976
Long Beach Generation (CT2),CAISO,natural_gas,active,63.0,33.7641,-118.2248,Los Angeles,CA,,,,,,,,,,,,,,,,1976
Long Beach Generation (CT3),CAISO,natural_gas,active,63.0,33.7641,-118.2248,Los Angeles,CA,,,,,,,,,,,,,,,,1976
Long Beach Generation (CT4),CAISO,natural_gas,active,63.0,33.7641,-118.2248,Los Angeles,CA,,,,,,,,,,,,,,,,1976
Lundy (1),CAISO,hydro,active,1.5,38.042729,-119.172015,Mono,CA,,,,,,,,,,,,,,,,1911
Lundy (2),CAISO,hydro,active,1.5,38.042729,-119.172015,Mono,CA,,,,,,,,,,,,,,,,1912
Mammoth Pool (1),CAISO,hydro,active,95.0,37.220302,-119.337983,Madera,CA,,,,,,,,,,,,,,,,1960
Mammoth Pool (2),CAISO,hydro,active,95.0,37.220302,-119.337983,Madera,CA,,,,,,,,,,,,,,,,1960
Ormond Beach (1),CAISO,natural_gas,active,806.0,34.1292,-119.1689,Ventura,CA,,,,,,,,,,,,,,,,1971
Ormond Beach (2),CAISO,natural_gas,active,806.0,34.1292,-119.1689,Ventura,CA,,,,,,,,,,,,,,,,1973
Poole (1),CAISO,hydro,active,11.3,37.944237,-119.2161,Mono,CA,,,,,,,,,,,,,,,,1924
Portal (1),CAISO,hydro,active,10.8,37.257045,-119.158936,Fresno,CA,,,,,,,,,,,,,,,,1956
Rush Creek (1),CAISO,hydro,active,5.9,37.766954,-119.123284,Mono,CA,,,,,,,,,,,,,,,,1916
Rush Creek (2),CAISO,hydro,active,7.2,37.766954,-119.123284,Mono,CA,,,,,,,,,,,,,,,,1917
Mountainview Generating Station (MV3A),CAISO,natural_gas,active,164.6,34.0818,-117.2418,San Bernardino,CA,,,,,,,,,,,,,,,,2005
Mountainview Generating Station (MV3B),CAISO,natural_gas,active,164.6,34.0818,-117.2418,San Bernardino,CA,,,,,,,,,,,,,,,,2005
Mountainview Generating Station (MV3C),CAISO,natural_gas,active,189.2,34.0818,-117.2418,San Bernardino,CA,,,,,,,,,,,,,,,,2005
Mountainview Generating Station (MV4A),CAISO,natural_gas,active,164.6,34.0818,-117.2418,San Bernardino,CA,,,,,,,,,,,,,,,,2006
Mountainview Generating Station (MV4B),CAISO,natural_gas,active,164.6,34.0818,-117.2418,San Bernardino,CA,,,,,,,,,,,,,,,,2006
Mountainview Generating Station (MV4C),CAISO,natural_gas,active,189.2,34.0818,-117.2418,San Bernardino,CA,,,,,,,,,,,,,,,,2006
Pardee (1),CAISO,hydro,active,7.5,38.2569,-120.8507,Calaveras,CA,,,,,,,,,,,,,,,,1930
Pardee (2),CAISO,hydro,active,7.5,38.2569,-120.8507,Calaveras,CA,,,,,,,,,,,,,,,,1930
Pardee (3),CAISO,hydro,active,8.6,38.2569,-120.8507,Calaveras,CA,,,,,,,,,,,,,,,,1983
Dion R Holm (1),CAISO,hydro,active,90.1,37.896649,-119.9675,Tuolumne,CA,,,,,,,,,,,,,,,,1960
Dion R Holm (2),CAISO,hydro,active,90.1,37.896649,-119.9675,Tuolumne,CA,,,,,,,,,,,,,,,,1960
Moccasin (1),CAISO,hydro,active,51.8,37.809388,-120.299254,Tuolumne,CA,,,,,,,,,,,,,,,,1969
Moccasin (2),CAISO,hydro,active,51.8,37.809388,-120.299254,Tuolumne,CA,,,,,,,,,,,,,,,,1969
R C Kirkwood (1),CAISO,hydro,active,45.4,37.877667,-119.953233,Tuolumne,CA,,,,,,,,,,,,,,,,1967
R C Kirkwood (2),CAISO,hydro,active,45.4,37.877667,-119.953233,Tuolumne,CA,,,,,,,,,,,,,,,,1967
R C Kirkwood (3),CAISO,hydro,active,42.0,37.877667,-119.953233,Tuolumne,CA,,,,,,,,,,,,,,,,1987
Exchequer (1),CAISO,hydro,active,94.5,37.584345,-120.26859,Mariposa,CA,,,,,,,,,,,,,,,,1967
McSwain (1),CAISO,hydro,active,9.0,37.522065,-120.31009,Mariposa,CA,,,,,,,,,,,,,,,,1967
Chicago Park (2P),CAISO,hydro,active,44.0,39.177903,-120.890856,Nevada,CA,,,,,,,,,,,,,,,,1965
Dutch Flat 2 (3P),CAISO,hydro,active,27.3,39.2184,-120.8352,Nevada,CA,,,,,,,,,,,,,,,,1965
Beardsley (1),CAISO,hydro,active,10.0,38.202569,-120.076983,Tuolumne,CA,,,,,,,,,,,,,,,,1957
Donnells (H1),CAISO,hydro,active,72.0,38.246656,-120.034072,Tuolumne,CA,,,,,,,,,,,,,,,,1957
Tulloch (1),CAISO,hydro,active,11.7,37.876111,-120.605,Tuolumne,CA,,,,,,,,,,,,,,,,1958
Tulloch (2),CAISO,hydro,active,11.7,37.876111,-120.605,Tuolumne,CA,,,,,,,,,,,,,,,,1958
Tulloch (3),CAISO,hydro,active,6.5,37.876111,-120.605,Tuolumne,CA,,,,,,,,,,,,,,,,2012
Forbestown (1),CAISO,hydro,active,41.9,39.551012,-121.278784,Butte,CA,,,,,,,,,,,,,,,,1963
Kelly Ridge (1),CAISO,hydro,active,10.0,39.531784,-121.491247,Butte,CA,,,,,,,,,,,,,,,,1963
Woodleaf (1),CAISO,hydro,active,67.2,39.553811,-121.204077,Butte,CA,,,,,,,,,,,,,,,,1963
Glenarm (GT1),CAISO,natural_gas,active,28.8,34.126,-118.1494,Los Angeles,CA,,,,,,,,,,,,,,,,1976
Glenarm (GT2),CAISO,natural_gas,active,28.8,34.126,-118.1494,Los Angeles,CA,,,,,,,,,,,,,,,,1976
Glenarm (GT3),CAISO,natural_gas,active,60.5,34.126,-118.1494,Los Angeles,CA,,,,,,,,,,,,,,,,2004
Glenarm (GT4),CAISO,natural_gas,active,60.5,34.126,-118.1494,Los Angeles,CA,,,,,,,,,,,,,,,,2004
Glenarm (GT5),CAISO,natural_gas,active,71.0,34.126,-118.1494,Los Angeles,CA,,,,,,,,,,,,,,,,2016
Glenarm (ST1),CAISO,natural_gas,active,16.0,34.126,-118.1494,Los Angeles,CA,,,,,,,,,,,,,,,,2016
French Meadows (1),CAISO,hydro,active,15.3,39.077971,-120.406069,Placer,CA,,,,,,,,,,,,,,,,1966
Middle Fork (1),CAISO,hydro,active,61.2,39.024801,-120.596383,Placer,CA,,,,,,,,,,,,,,,,1966
Middle Fork (2),CAISO,hydro,active,61.2,39.024801,-120.596383,Placer,CA,,,,,,,,,,,,,,,,1966
Oxbow (CA) (1),CAISO,hydro,active,6.1,39.003372,-120.746651,Placer,CA,,,,,,,,,,,,,,,,1966
Ralston (1),CAISO,hydro,active,79.2,39.000999,-120.725053,Placer,CA,,,,,,,,,,,,,,,,1966
Parker (1),CAISO,hydro,active,2.7,37.477838,-120.444492,Merced,CA,,,,,,,,,,,,,,,,1982
Devil Canyon (1),CAISO,hydro,active,59.8,34.2056,-117.3344,San Bernardino,CA,,,,,,,,,,,,,,,,1972
Devil Canyon (2),CAISO,hydro,active,59.8,34.2056,-117.3344,San Bernardino,CA,,,,,,,,,,,,,,,,1976
Devil Canyon (3),CAISO,hydro,active,78.3,34.2056,-117.3344,San Bernardino,CA,,,,,,,,,,,,,,,,1994
Devil Canyon (4),CAISO,hydro,active,78.3,34.2056,-117.3344,San Bernardino,CA,,,,,,,,,,,,,,,,1992
Edward C Hyatt (1),CAISO,hydro,active,117.0,39.542985,-121.492188,Butte,CA,,,,,,,,,,,,,,,,1968
Edward C Hyatt (2),CAISO,storage,active,97.7,39.542985,-121.492188,Butte,CA,,,,,,,,,,,,,,,,1968
Edward C Hyatt (3),CAISO,hydro,active,117.0,39.542985,-121.492188,Butte,CA,,,,,,,,,,,,,,,,1968
